Date,Project Name,Agreement #:,Quote Deadline,Decision Deadline,Shipping Budget,Decision Status,Official 3PL Outbound Decision,Official 3PL Inbound Decision,Offical 3PL Notified? Y/N,BOL Status,Logistics Status,Project Address,State Project is in,Meal Count,Meal Type,Shipping Quote Form Made?,Total  Miles (Each Way),Total Miles (Round Trip),Warehouse Packing Deadline,Outbound Delivery Date,Weekday #,Weekend Delivery,Outbound Liftgate? Yes or No,Outbound Volume,FTL (10 or more),Outbound Weight ,OB Quote #1- Company,OB Quote #1- Cost,OB Quote #2- Company,OB Quote #2- Cost,OB Quote #3- Company,OB Quote #3- Cost,Outbound Quote Final,Inbound Warehouse ,Inbound Pickup Date,Weekday #,Weekend Delivery,Inbound Pickup Liftgate?,Inbound Volume,FTL (10 or more),Inbound Weight,Inbound Quote #1- Company,Inbound Quote #1- Cost,Inbound Quote #2- Company,Inbound Quote #2- Cost,Inbound Quote #3- Company,Inbound Quote #3- Cost,Inbound Quote Final
6/26/2019,JPMC- Milwaukee,3193,6/5/2019,6/19/2019,"$2,500.00",Complete,Astra,Astra,Y,Obtained,In Progress,"111 E Wisconsin Ave, Milwaukee, WI 53202 ",WI,"25,000",IVP,Yes,88,176,6/14/2019,6/25/2019,3,FALSE,Yes,3,n,"3,700",Astra,$531.08,CH,$452.63,FedEx (Q: 1193827221),$358.99,$358.99,IL,6/26/2019,4,FALSE,Yes,2,n,"1,700",Astra,$350.17,CH,$227.25,FedEx (Q: 1193829391),$358.99,$227.25
6/27/2019,Helping Florence Flourish,3228,6/6/2019,6/20/2019,"$1,500.00",Complete,CH Robinson,CH Robinson,Y,Obtained,Complete,"First Presbyterian Church 700 S Park Ave. Florence, SC 29501 United States",SC,"30,000",IVP,Yes,433,866,6/21/2019,6/26/2019,4,FALSE,Yes,5,n,"5,000",Astra- Requested,,CH,$639.51,FedEx (Q: 1193767373),$454.51,$454.51,FL,6/27/2019,5,FALSE,Yes,2,n,"2,350",Astra- Requested,,CH,$419.79,FedEx (Q: 1194092335),$350.28,$350.28
6/28/2019,Tommy Hilfiger,3281,6/7/2019,6/21/2019,$0.00,Complete,Astra,CH Robinson,Y,Obtained,Complete,"2829 North Commerce Parkway Miramar, FL 33025 United States",FL,"15,000",Hamburger Hero,Yes,237,474,6/21/2019,6/27/2019,5,FALSE,No,2,n,"1,900",Astra,$303.56,CH,$377.60,FedEx (Q: 1201814531),$346.24,$303.56,FL,6/28/2019,6,FALSE,No,2,n,"1,300",Astra,$222.50,CH,$128.88,FedEx (Q: 1201823758),$199.80,$128.88
7/12/2019,Triumph Group HP,3297,6/21/2019,7/5/2019,"$2,000.00",Complete,Astra,Astra,Y,Obtained,Complete,"1 Charter Oak Blvd, West Hartford CT 06133",CT,"45,000",RLJ,Yes,905,"1,810",7/1/2019,7/11/2019,5,FALSE,No,4,n,"7,950",Astra,"$1,115.00",CH,"$1,284.46",FedEx (Q: 1212947449),$902.97,$902.97,IL,7/15/2019,2,FALSE,No,2,n,"2,150",Astra,$285.00,CH,$277.77,FedEx (Q: 1212952347),$275.81,$275.81
7/17/2019,JPMC- Elign,3155,6/26/2019,7/10/2019,$200.00,Complete,Astra,Astra,Y,Obtained,Complete,"2500 West Field Drive, Elign IL 60124",IL,"35,000",IVP,Yes,30,60,7/5/2019,7/16/2019,3,FALSE,No,5,n,"5,500",Astra,$396.17,CH,$449.61,DSA,$400.00,$396.17,IL,7/17/2019,4,FALSE,No,2,n,"2,100",Astra,$210.75,CH,$108.79,DSA,$400.00,$108.79
7/17/2019,AADOM HP,3179,6/26/2019,7/10/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"14100 Bonnet Creek Resort Lane, Orlando FL 32821",FL,"40,000",RLJ,Yes,31,62,7/11/2019,7/16/2019,3,FALSE,No,4,n,"7,750",Astra,$550.00,CH,$383.42,Fedex (Q: 1221663520),$207.98,$207.98,FL,7/18/2019,5,FALSE,No,4,n,"7,750",Astra,$550.00,CH,$227.76,FedEx (Q: 1221666477),$207.98,$207.98
7/17/2019,MLB Hunger Project,3259,6/26/2019,7/10/2019,$0.00,Complete,CH Robinson,CH Robinson,Y,Obtained,Complete,"245 Park Ave, New York NY 10167",NY,"10,000",IVP,Yes,"1,064","2,128",7/4/2019,7/16/2019,3,FALSE,No,2,n,"2,000",Astra,$744.80,CH,$688.18,Fedex (Q: 1217017303),$377.85,$377.85,FL,7/17/2019,4,FALSE,No,1,n,"1,300",Astra,$390.47,CH,$408.87,FedEx (Q: 1217022802),$312.03,$312.03
7/17/2019,EVERFI HP- Chicago Shipment,3325,6/26/2019,7/10/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"870 9th Street NW, Washington DC 20001",DC,"60,000",IVP,Yes,722,"1,444",7/10/2019,7/16/2019,3,FALSE,No,5,n,"5,005",Astra,$787.11,CH,$670.64,N/A (Last Minute Project),,$670.64,IL,7/17/2019,4,FALSE,No,2,n,895,Astra,$324.20,CH,,N/A (Last Minute Project),,$324.20
7/19/2019,Lori Budge Family Reunion,3285,6/28/2019,7/12/2019,$300.00,Complete,DSA,DSA,Y,Obtained,Complete,"2195 East Pepperwood Drive, Sandy UT 84092",UT,"10,000",RLJ,Yes,24,48,7/12/2019,7/19/2019,6,FALSE,Yes,2,n,"2,310",Astra,$510.11,CH,$530.00,DSA,$175.00,$175.00,SLC,7/19/2019,6,FALSE,Yes,2,n,"1,300",Astra,$288.76,CH,$178.85,DSA,$175.00,$175.00
7/24/2019,LDS- Interfaith Community Service HP,3321,7/3/2019,7/17/2019,$0.00,Complete,CH Robinson,CH Robinson,Y,Obtained,Complete,"6111 Birch Lane, Nampa ID 83687",ID,"40,000",Hamburger Hero,Yes,358,716,7/11/2019,7/23/2019,3,FALSE,Yes,4,n,"5,200",Astra,$701.77,CH,$628.81,FedEx (Q:1223443224),$404.65,$404.65,SLC,7/24/2019,4,FALSE,Yes,2,n,"2,000",Astra,$301.32,CH,$257.98,FedEx (Q: 1223441224),$283.15,$257.98
7/25/2019,FIS Global HP,3319,7/4/2019,7/18/2019,$300.00,Complete,Astra,Astra,Y,Obtained,Complete,"2001 Summit Park Dr, Orlando FL 32810",FL,"20,000",IVP,Yes,13,26,7/18/2019,7/24/2019,4,FALSE,Yes,5,n,"6,000",Astra,$395.52,CH,$424.36,FedEx (Q: 1223447428),$283.15,$283.15,FL,7/31/2019,4,FALSE,Yes,2,n,"2,300",Astra,$215.55,CH,$178.87,FedEx (Q: 1223452134),$283.15,$178.87
7/27/2019,The ONE Project ,3227,7/6/2019,7/20/2019,$0.00,Complete,Astra,CH Robinson,Y,Obtained,Complete,"155 Robbinsville Edinburg Rd., Robbisville NJ 08691",NJ,"150,000",RLJ,Yes,809,"1,618",7/17/2019,7/26/2019,6,FALSE,Yes,13,y,"26,300",Astra,"$2,450.00",CH,"$2,090.00",FedEx,"$2,200.00","$2,090.00",IL,7/29/2019,2,FALSE,Yes,5,n,"6,500",Astra,$928.87,CH,$707.86,FedEx,"$1,400.00",$707.86
8/10/2019,Menlo Church- North Peninsula,3280,7/20/2019,8/3/2019,"$2,000.00",Complete,CH Robinson,CH Robinson,Y,Obtained,Complete,"San Francisco Convention Center, San Francisco CA 94013",CA,"30,000",Hamburger Hero,Yes,599,"1,198",7/30/2019,8/9/2019,6,FALSE,Yes,3,n,"3,000",Astra,$653.02,CH,$641.92,FedEx (Q: 1231776015),$411.03,$411.03,SLC,8/12/2019,2,FALSE,Yes,2,n,"1,300",Astra,$297.88,CH,$358.75,FedEx (Q: 1231778914),$283.15,$283.15
8/16/2019,AVI-SPL Gives Back,3316,7/26/2019,8/9/2019,$500.00,Complete,Astra,Astra,Y,Obtained,Complete,"AVI-SPL 6301 Benjamin Road, Suite 101, Tampa FL 33634",FL,"20,000",RLJ,Yes,110,220,8/9/2019,8/15/2019,5,FALSE,Yes,3,n,"4,100",Astra,$445.46,CH,$444.40,FedEx (Q: 1231840527),$283.15,$283.15,FL,8/16/2019,6,FALSE,Yes,3,n,"4,100",Astra,$302.23,CH,$267.88,FedEx (Q: 1233886594),$282.98,$267.88
8/17/2019,The Church of Jesus Christ of Latter Day Saints,3089,7/27/2019,8/10/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"Greeley CO Stake Center 501 49th Ave, Greely CO 80634",CO,"50,000",Hamburger Hero,Yes,377,754,8/5/2019,8/16/2019,6,FALSE,Yes,6,n,"4,800",Astra,$783.97,CH,$816.92,FedEx (Q: 1231873448),$446.71,$446.71,SLC,8/19/2019,2,FALSE,Yes,3,n,"2,100",Astra,$401.55,CH,$327.77,FedEx (Q: 1231906342),$283.15,$283.15
8/19/2019,Berkeley Prep- Back to School Staff HP,3296,7/29/2019,8/12/2019,$500.00,Complete,CH Robinson,CH Robinson,Y,Obtained,Complete,"Berkeley Prep 4811 Kelly Road, Tampa FL 33615",FL,"40,000",RLJ,Yes,110,220,8/12/2019,8/19/2019,2,FALSE,Yes,6,n,"8,300",Astra,$676.02,CH,$625.88,FedEx (Q: 1233876712),$305.19,$305.19,FL,8/19/2019,2,FALSE,Yes,3,n,"3,200",Astra,$310.55,CH,$228.27,FedEx (Q: 1233878277,$282.98,$228.27
8/22/2019,Red Velvet Events,3334,8/1/2019,8/15/2019,"$2,100.00",Complete,DSA,DSA,Y,Obtained,Complete,"204 E 4th Street, Austin TX 78701",TX,"20,000",IVP,Yes,207,414,8/15/2019,8/21/2019,4,FALSE,Yes,4,n,"4,000",Astra,$521.96,CH,$575.43,FedEx (Q: 1239270057),$330.42,$330.42,DFW,8/22/2019,5,FALSE,Yes,2,n,"2,250",Astra,$354.45,CH,$247.88,FedEx (Q: 1239271698),$282.98,$247.88
8/24/2019,Columbia College HP,3046,8/3/2019,8/17/2019,"$1,700.00",Complete,Astra,Astra,N,Obtained,Complete,"Columbia College (Gym) 1301 Columbia College Dr, Columbia SC 29203",SC,"30,000",RLJ,Yes,428,856,8/19/2019,8/23/2019,6,FALSE,Yes,4,n,"6,000",Astra,$708.17,CH,$696.39,FedEx (Q: 1239274641),$412.40,$412.40,FL,8/26/2019,2,FALSE,Yes,2,n,"2,100",Astra,$352.26,CH,$347.75,FedEx (Q: 1239276008),$282.98,$282.98
8/27/2019,Bishop Moore CHS Project,3031,8/6/2019,8/20/2019,$300.00,Complete,CH Robinson,CH Robinson,Y,Obtained,Complete,"3901 Edgewater Drive, Orlando 32804",FL,"35,925",RLJ,Yes,14,28,8/19/2019,8/26/2019,2,FALSE,Yes,5,n,"6,800",Astra,$589.96,CH,$479.16,FedEx (Q: 1239278780),$282.98,$282.98,FL,8/27/2019,3,FALSE,Yes,2,n,"2,400",Astra,$337.04,CH,$187.78,FedEx (Q: 1239280530),$282.98,$187.78
9/11/2019,Valley Forge Fabrics Hunger Project,2999,8/21/2019,9/4/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"Valley Forge Fabrics 1650 W. McNab Road Fort Lauderdale, FL 33309 US",FL,"100,000",RLJ,Yes,94,188,8/30/2019,9/10/2019,3,FALSE,No,11,y,"17,250",Astra,$785.00,CH,$570.00,,,$570.00,FL,9/11/2019,4,FALSE,No,3,n,"4,600",Astra,$375.77,CH,$278.84,,,$278.84
9/14/2019,Youth Interfaith Project of the Ozarks,3187,8/24/2019,9/7/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"South Stake Center 4450 S Farm Rd 141, Springfield MO 65810",MO,"50,000",IVP,Yes,454,908,9/10/2019,9/13/2019,6,FALSE,Yes,7,n,"10,000",Astra,"$1,015.00",CH,"$1,160.39",FedEx,,"$1,015.00",DFW,9/16/2019,2,FALSE,Yes,3,n,"3,200",Astra,$497.88,CH- Requested,$439.84,FedEx,,$439.84
9/17/2019,JPMC - Fountain Square,3330,8/27/2019,9/10/2019,"$1,250.00",Complete,Astra,Astra,Y,Obtained,Complete,"4900 Memorial Highway Tampa, FL 33634",FL,"25,000",IVP,Yes,88,176,8/26/2019,9/16/2019,2,FALSE,No,4,n,"4,091",Astra,$534.17,CH,$470.00,,,$470.00,FL,9/17/2019,3,FALSE,No,2,n,"1,807",Astra,$271.32,CH,$117.89,,,$117.89
9/17/2019,JPMC - Highland Oaks,3341,8/27/2019,9/10/2019,"$1,250.00",Complete,CH Robinson,Astra,Y,Obtained,Complete,"10430 Highland Manor Drive Tampa, FL 33610",FL,"25,000",IVP,Yes,40,80,9/6/2019,9/16/2019,2,FALSE,Yes,5,n,"4,647",Astra- Requested,,CH,$495.47,,,$495.47,FL,9/18/2019,4,FALSE,Yes,2,n,"1,832",Astra- Requested,,CH,$179.84,,,$179.84
9/17/2019,JPMC - Monroe,3356,8/27/2019,9/10/2019,"$2,000.00",Complete,Astra,Astra,Y,Obtained,Complete,"780 Kansas Ln Monroe, LA 71203 United States",LA,"20,000",RLJ,Yes,289,578,9/112019,9/16/2019,2,FALSE,No,3,n,"4,100",Astra,$556.65,CH,$596.52,FedEx,,$556.65,DFW,9/17/2109,3,FALSE,No,2,n,"1,700",Astra ,$301.32,CH,$198.77,FedEx,,$198.77
9/17/2019,JPMC - Jersey City ,7250,8/27/2019,9/10/2019,"$3,000.00",Complete,Astra,Astra,Y,Obtained,Complete,"575 Washington Blvd Jersey City, NJ 07310",NJ,"40,000",RLJ,Yes,736,"1,472",9/5/2019,9/16/2019,2,FALSE,No,5,n,"7,250",Astra-Requested,"$1,331.83",CH,"$1,271.98",,,"$1,271.98",IL,9/17/2019,3,FALSE,No,2,n,"2,250",Astra-Requsted ,$417.67,CH,$289.94,,,$289.94
9/20/2019,Univision,3337,8/30/2019,9/13/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"9045 NW 41st St Miami, FL 33178",FL,"20,000",RLJ,Yes,103,206,9/13/2019,9/19/2019,5,FALSE,No,3,n,"4,100",Astra,$512.36,CH,$502.30,FedEx,$307.99,$307.99,FL,9/20/2019,6,FALSE,No,2,n,"1,700",Astra,$219.95,CH,$148.89,FedEx,$274.00,$148.89
9/20/2019,JPMC - Columbus ,3339,8/30/2019,9/13/2019,"$3,900.00",Complete,Astra,Astra,Y,Obtained,Complete,"3415 Vision Dr Columbus, OH 43219",OH,"65,000",IVP,Yes,393,786,9/6/2019,9/19/2019,5,FALSE,No,11,y,"11,000",Astra,"$1,181.00",CH,"$1,215.00",,,"$1,181.00",IL,9/20/2019,6,FALSE,No,2,n,"3,500",Astra,$423.23,CH,$327.85,,,$327.85
9/25/2019,JPMC - Long Island/Queens,3338,9/4/2019,9/18/2019,"$2,300.00",Complete,Astra,Astra,Y,Obtained,Complete,"1985 Marcus Ave New Hyde Park, NY 11042",NY,"15,000",IVP,Yes,469,938,9/16/2019,9/24/2019,3,FALSE,No,4,n,"3,268",Astra,$921.66,CH,$966.82,,,$921.66,IL,9/25/2019,4,FALSE,No,2,n,"1,651",Astra,$446.92,CH,$297.76,,,$297.76
9/25/2019,Cigna Sales Meeting - San Francisco,3348,9/4/2019,9/18/2019,"$1,000.00",Complete,Astra,Astra,Y,Obtained,Complete,"Hyatt Regency San Francisco (Embarcadero) 5 Embarcadero Center San Francisco, CA 94111 US",CA,"10,000",RLJ,Yes,292,584,9/12/2019,9/24/2019,3,FALSE,No,2,n,"2,495",Astra,$875.71,CH,$477.12,,,$477.12,SLC,9/24/2019,3,FALSE,No,2,n,"1,414",Astra,$486.93,CH,$307.84,,,$307.84
9/26/2019,Cigna Sales Meeting - Santa Clara,3349,9/5/2019,9/19/2019,"$1,000.00",Complete,Astra,Astra,Y,Obtained,Complete,"Hyatt Regency Santa Clara 5101 Great America Pkwy Santa Clara, CA 95054 United States",CA,"10,000",RLJ,Yes,292,584,9/13/2019,9/25/2019,4,FALSE,No,2,n,"2,495",Astra,$797.22,CH,$630.15,,,$630.15,SLC,9/26/2019,5,FALSE,Yes,2,n,"1,414",Astra,$461.93,CH,$318.78,,,$318.78
9/27/2019,Protiviti: i on Hunger,3260,9/6/2019,9/20/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"Sheraton Tysons Hotel 8661 Leesburg Pike Tysons, VA 22182 United States",VA,"325,000",RLJ,Yes,299,598,9/16/2019,9/26/2019,5,FALSE,Yes,21,y,"42,000",Astra-Requested,"$2,150.00",CH,"$2,155.00",,,"$2,150.00",IL,9/27/2019,6,FALSE,Yes,4,n,"11,643",Astra,"$1,203.58",CH,"$1,237.85",,,"$1,203.58"
10/2/2019,Progressive Leasing: Sales Team Annual Meeting,3375,9/11/2019,9/25/2019,"$2,000.00",Complete,DSA,DSA,Y,Obtained,Complete,"Grand Summit Hotel Park City, UT United States",UT,"110,000",RLJ & IVP,Yes,10,20,9/23/2019,10/2/2019,4,FALSE,No,16,y,"19,548",Astra ,"$1,300.00",,,DSA,$700.00,$700.00,SLC,10/2/2019,4,FALSE,Yes,5,n,"6,326",Astra,$527.67,,,DSA,$700.00,$527.67
10/9/2019,JPMC - Tempe,3225,9/18/2019,10/2/2019,"$1,500.00",Complete,Astra,Astra,Y,Obtained,Complete,"100 W University Drive Tempe, AZ 85281 US",AZ,"22,500",IVP,Yes,433,866,10/2/2019,10/8/2019,3,FALSE,No,5,n,"4,258",Astra,$861.27,,,,,$861.27,DFW,10/9/2019,4,FALSE,No,2,n,"1,794",Astra,$461.11,,,,,$461.11
10/9/2019,JPMC - New Orleans,3326,9/18/2019,10/2/2019,"$1,500.00",Complete,Astra,Astra,Y,Obtained,Complete,"201 St Charles Ave New Orleans, LA 70170 US",LA,"10,000",RLJ,Yes,227,454,9/24/2019,10/8/2019,3,FALSE,No,2,n,"2,457",Astra,$489.67,,,,,$489.67,DFW,10/9/2019,4,FALSE,No,2,n,"1,367",Astra,$401.55,,,,,$401.55
10/10/2019,JPMC - South Phoenix,3342,9/19/2019,10/3/2019,"$1,500.00",Complete,Astra,Astra,Y,Obtained,Complete,"1820 E. Sky Harbor Circle South Phoenix, AZ 85034 ",AZ,"22,500",IVP,Yes,254,508,9/27/2019,10/9/2019,4,FALSE,No,4,n,"2,468",Astra,$581.33,,,,,$581.33,SLC,10/10/2019,5,FALSE,No,2,n,"1,424",Astra,$474.56,,,,,$474.56
10/11/2019,Protiviti: i on Hunger - Seattle,3386,9/20/2019,10/4/2019,"$1,000.00",Complete,Astra,Astra,Y,Obtained,Complete,"One Union Square 600 University Street Seattle, WA 98101",WA,"15,000",RLJ,Yes,349,698,10/1/2019,10/10/2019,5,FALSE,No,3,n,"3,302",Astra,$693.56,,,,,$693.56,SLC,10/11/2019,6,FALSE,No,2,n,"1,554",Astra,$648.56,,,,,$648.56
10/12/2019,John R. White Hunger Project,3394,9/21/2019,10/5/2019,"$1,725.00",Complete,Astra,Astra,Y,Obtained,Complete,"John R. White Company 200 Citation Court Birmingham, AL 35209 US",AL,"25,000",Hamburger Hero,Yes,231,462,10/4/2019,10/11/2019,6,FALSE,No,3,n,"3,460",Astra,$678.82,,,,,$678.82,FL,10/14/2019,2,FALSE,No,2,n,"1,492",Astra,$400.91,,,,,$400.91
10/12/2019,Grace Lutheran Church,3410,9/21/2019,10/5/2019,$300.00,Complete,Astra,Astra,Y,Obtained,Complete,"Grace Lutheran Church 327 Avenue C SE Winter Haven, FL 33880 US",FL,"22,142",RLJ & Hamburger Hero,Yes,29,58,10/7/2019,10/11/2019,6,FALSE,No,6,n,"5,324",Astra,$681.04,,,,,$681.04,FL,10/14/2019,2,FALSE,Yes,4,n,"3,269",Astra,$423.08,,,,,$423.08
10/15/2019,Tektronix Hunger Project,3418,9/24/2019,10/8/2019,"$2,500.00",Complete,DSA,Astra,Y,Obtained,Complete,"14150 SW Karl Braun Dr. Beaverton, 97077 OR  US",OR,"100,000",RLJ,Yes,319,638,10/7/2019,10/14/2019,2,FALSE,No,10,y,"16,614",Astra,"$1,950.00",,,,,"$1,950.00",SLC,10/15/2019,3,FALSE,Yes,2,n,"4,023",Astra,$894.38,,,,,$894.38
10/17/2019,IMG Hunger Project,3381,9/26/2019,10/10/2019,$500.00,Complete,Astra,Astra,Y,Obtained,Complete,"IMG Academy 5650 Bollettieri Blvd Bradenton, FL 34210 US",FL,"30,000",IVP,Yes,60,120,10/14/2019,10/16/2019,4,FALSE,No,5,n,"5,096",Astra,$640.39,,,,,$640.39,FL,10/15/2019,3,FALSE,Yes,2,n,"4,023",Astra,$599.17,,,,,$599.17
10/22/2019,Entergy Hunger Project,3379,10/1/2019,10/15/2019,"$2,000.00",Complete,Astra,Astra,Y,Obtained,Complete,"1340 Echelon Parkway Jackson, MS 39213 US",MS,"30,000",RLJ,Yes,294,588,10/16/2019,10/21/2019,2,FALSE,No,4,n,"5,548",Astra,$857.67,,,,,$857.67,FL,10/22/2019,3,FALSE,Yes,2,n,"1,826",Astra,$527.96,,,,,$527.96
10/24/2019,LDS Missionaries & LDS - Young Elders,3405,10/3/2019,10/17/2019,$0.00,Complete,DSA,DSA,Y,Obtained,Complete,"Salt Lake Stake Center 142 W 200 N Salt Lake City, UT 84103 US",UT,"10,000",Kidz Mac,Yes,3,6,10/15/2019,10/24/2019,5,FALSE,Yes,7,n,"7,628",Astra,,,,DSA,$262.50,$262.50,SLC,10/25/2019,6,FALSE,Yes,9,n,"7,628",Astra,,,,DSA,$262.50,$262.50
10/25/2019,Florida DECA,3211,10/4/2019,10/18/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"TradeWinds Island Grand Resort 5500 Gulf Blvd St Petersburg, FL 33706 US",FL,"75,000",Mashed Potatoes,Yes,55,110,10/21/2019,10/25/2019,6,FALSE,?,10,y,"6,261",Astra,$900.00,,,,,$900.00,FL,10/25/2019,6,FALSE,Yes,11,y,"6,261",Astra,$900.00,,,,,$900.00
10/26/2019,W.H.A.M.,3292,10/5/2019,10/19/2019,"$2,500.00",Complete,Astra,Astra,Y,Obtained,Complete,"66 School Street Granby, MA 01033 US",MA,"50,000",RLJ,Yes,396,792,10/15/2019,10/25/2019,6,FALSE,No,6,n,"8,856",Astra,"$1,501.56",,,,,"$1,501.56",IL,10/28/2019,2,FALSE,Yes,2,n,"2,606",Astra,$673.45,,,,,$673.45
10/26/2019,Maschoff Brennan Corporate Retreat,3301,10/5/2019,10/19/2019,"$2,000.00",Complete,Astra,Astra,Y,Obtained,Complete,"JW Marriott Tuscon Starpass Resort 3800 West Starpass Blvd Tucson, AZ 85745 US",AZ,"25,000",RLJ,Yes,410,820,10/18/2019,10/25/2019,6,FALSE,No,4,n,"4,870",Astra,"$2,000.00",,,,,"$2,000.00",DFW,10/28/2019,2,FALSE,Yes,2,n,"1,903",Astra,$634.56,,,,,$634.56
10/29/2019,Rotary Club of Fort Worth (*),3391,10/8/2019,10/22/2019,$300.00,Complete,DSA,DSA,Y,Obtained,Complete,"Sheraton Fort Worth Downtown 1701 Commerce St. Fort Worth, TX 76102 US",TX,"20,000",RLJ,Yes,10,20,10/23/2019,10/29/2019,3,FALSE,No,11,y,"8,599",,,,,DSA,$220.00,$220.00,DFW,10/29/2019,3,FALSE,Yes,9,n,"6,019",,,,,DSA,$220.00,$220.00
11/5/2019,JPMC - Delaware,3333,10/15/2019,10/29/2019,"$3,900.00",Complete,Astra,Astra,Y,Obtained,Complete,"500 Stanton Christiana Rd. Building 3 Newark, DE 19711 US",DE,"40,000",IVP,Yes,655,"1,310",10/23/2019,11/4/2019,2,FALSE,No,7,n,"6,674",Astra,"$1,575.55",,,,,"$1,575.55",IL,11/5/2019,3,FALSE,No,2,n,"2,015",Astra,$351.87,,,,,$351.87
11/11/2019,LDS - Mid Singles,3393,10/21/2019,11/4/2019,$0.00,Complete,DSA,DSA,Y,Obtained,Complete,"4551 South 1200 East Salt Lake City, UT 84117 US",UT,"70,000",RLJ,Yes,9,18,11/1/2019,11/11/2019,2,FALSE,Yes,9,n,"12,818",,,,,DSA,$225.00,$225.00,SLC,11/11/2019,2,FALSE,Yes,9,n,"12,818",,,,,DSA,$225.00,$225.00
11/12/2019,FPL - Jupiter,3377,10/22/2019,11/5/2019,$500.00,Complete,Astra,Astra,Y,Obtained,Complete,"FPL 15430 Endeavor Drive Jupiter, FL 33478 US",FL,"22,500",RLJ,Yes,139,278,11/5/2019,11/11/2019,2,FALSE,No,3,n,"4,655",Astra,$745.31,,,,,$745.31,FL,11/12/2019,3,FALSE,Yes,2,n,"1,765",Astra,$287.37,,,,,$287.37
11/20/2019,Universal Children's Day - St. Louis,3453,10/30/2019,11/13/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"Rochester Institute of Technology - Gordon Field House 35 Lomb Memorial Dr. Rochester, NY",NY,"9,000",RLJ,Yes,252,504,11/12/2019,11/19/2019,3,FALSE,Yes,4,n,"6,134",Astra,$781.44,,,,,$781.44,IL,11/20/2019,4,FALSE,Yes,2,n,"2,279",Astra,$459.86,,,,,$459.86
11/20/2019,Universal Children's Day - Hartford,3454,10/30/2019,11/13/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"Milner Middle School 104 Vine Street Hartford, CT ",CT,"6,000",RLJ,Yes,367,734,11/12/2019,11/19/2019,3,FALSE,No,3,n,"4,265",Astra,$942.89,,,,,$942.89,IL,11/20/2019,4,FALSE,Yes,2,n,"1,720",Astra,$807.89,,,,,$807.89
11/20/2019,Universal Children's Day - Memphis,3455,10/30/2019,11/13/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"Woodstock Middle 5885 Woodstock Cuba Rd. Millington, TN 38053 US",TN,"6,000",RLJ,Yes,464,928,11/12/2019,11/19/2019,3,FALSE,Yes,3,n,"4,189",Astra,$793.36,,,,,$793.36,IL,11/20/2019,4,FALSE,Yes,4,n,"4,189",Astra,$663.36,,,,,$663.36
11/20/2019,Universal Children's Day - Philadelphia,3456,10/30/2019,11/13/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,Kenderton Elementary 1500 W Ontario St.,PA,"3,000",RLJ,Yes,"1,258","2,516",11/12/2019,11/19/2019,3,FALSE,Yes,2,n,"2,682",Astra,$821.65,,,,,$821.65,IL,11/20/2019,4,FALSE,Yes,2,n,"1,393",Astra,$501.28,,,,,$501.28
11/20/2019,Universal Children's Day - Nashville,3457,10/30/2019,11/13/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"H.G. Hill  150 Davidson Rd. Nashville, TN 37205 US",TN,"25,500",RLJ,Yes,202,404,11/12/2019,11/19/2019,3,FALSE,No,9,n,"14,795",Astra,"$1,661.21",,,,,"$1,661.21",IL,11/20/2019,4,FALSE,Yes,3,n,"3,940",Astra,"$1,277.00",,,,,"$1,277.00"
11/20/2019,Universal Children's Day - Tempe,3458,10/30/2019,11/13/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"Holdeman Elementary  1326 W 18th St. Tempe, AZ 85281 US",AZ,"12,000",RLJ,Yes,865,"1,730",11/13/2019,11/19/2019,3,FALSE,Yes,5,n,"7,537",Astra,"$1,329.29",,,,,"$1,329.29",DFW,11/20/2019,4,FALSE,Yes,6,n,"7,537",Astra,"$1,329.29",,,,,"$1,329.29"
11/20/2019,Universal Children's Day - Dallas,3460,10/30/2019,11/13/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"Camey Elementary 4949 Arbor Glen Rd. The Colony, TX",TX,"12,000",RLJ,Yes,21,42,11/13/2019,11/19/2019,3,FALSE,Yes,5,n,"7,537",,,,,Condor Express,$262.50,$262.50,DFW,11/20/2019,4,FALSE,Yes,6,n,"7,537",,,,,Condor Express,$262.50,$262.50
